date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
10:21:26	31411/31411	---MCZ	200	added ('OK')	text/html	date:Sat,%2024%20Feb%202024%2004:51:25%20GMT	https://p.w3layouts.com/demos_new/template_demo/15-09-2018/agro_crop_demo_Free/1382566399/web/index.html	C:/My%20Web%20Sites/cariten_treadings/p.w3layouts.com/demos_new/template_demo/15-09-2018/agro_crop_demo_Free/1382566399/web/index.html	(from )
10:21:26	1003/1003	---MCZ	200	added ('OK')	text/html	date:Fri,%2023%20Feb%202024%2011:36:36%20GMT	https://p.w3layouts.com/robots.txt		(from )
10:21:28	178152/178152	---MCZ	200	added ('OK')	text/css	date:Sat,%2015%20Sep%202018%2004:20:13%20GMT	https://p.w3layouts.com/demos_new/template_demo/15-09-2018/agro_crop_demo_Free/1382566399/web/css/bootstrap.css	C:/My%20Web%20Sites/cariten_treadings/p.w3layouts.com/demos_new/template_demo/15-09-2018/agro_crop_demo_Free/1382566399/web/css/bootstrap.css	(from https://p.w3layouts.com/demos_new/template_demo/15-09-2018/agro_crop_demo_Free/1382566399/web/index.html)
10:21:29	4023/4023	---MCZ	200	added ('OK')	text/css	date:Sat,%2015%20Sep%202018%2004:20:13%20GMT	https://p.w3layouts.com/demos_new/template_demo/15-09-2018/agro_crop_demo_Free/1382566399/web/css/owl.carousel.css	C:/My%20Web%20Sites/cariten_treadings/p.w3layouts.com/demos_new/template_demo/15-09-2018/agro_crop_demo_Free/1382566399/web/css/owl.carousel.css	(from https://p.w3layouts.com/demos_new/template_demo/15-09-2018/agro_crop_demo_Free/1382566399/web/index.html)
10:21:29	1220/1220	---MCZ	200	added ('OK')	text/css	date:Sat,%2015%20Sep%202018%2004:20:13%20GMT	https://p.w3layouts.com/demos_new/template_demo/15-09-2018/agro_crop_demo_Free/1382566399/web/css/owl.theme.css	C:/My%20Web%20Sites/cariten_treadings/p.w3layouts.com/demos_new/template_demo/15-09-2018/agro_crop_demo_Free/1382566399/web/css/owl.theme.css	(from https://p.w3layouts.com/demos_new/template_demo/15-09-2018/agro_crop_demo_Free/1382566399/web/index.html)
10:21:30	5020/5020	---MCZ	200	added ('OK')	text/css	date:Sat,%2015%20Sep%202018%2004:20:13%20GMT	https://p.w3layouts.com/demos_new/template_demo/15-09-2018/agro_crop_demo_Free/1382566399/web/css/flexslider.css	C:/My%20Web%20Sites/cariten_treadings/p.w3layouts.com/demos_new/template_demo/15-09-2018/agro_crop_demo_Free/1382566399/web/css/flexslider.css	(from https://p.w3layouts.com/demos_new/template_demo/15-09-2018/agro_crop_demo_Free/1382566399/web/index.html)
10:21:31	50820/50820	---MCZ	200	added ('OK')	text/css	date:Sat,%2015%20Sep%202018%2004:20:13%20GMT	https://p.w3layouts.com/demos_new/template_demo/15-09-2018/agro_crop_demo_Free/1382566399/web/css/style.css	C:/My%20Web%20Sites/cariten_treadings/p.w3layouts.com/demos_new/template_demo/15-09-2018/agro_crop_demo_Free/1382566399/web/css/style.css	(from https://p.w3layouts.com/demos_new/template_demo/15-09-2018/agro_crop_demo_Free/1382566399/web/index.html)
10:21:33	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Sat,%2024%20Feb%202024%2004:51:32%20GMT	http://m.servedby-buysellads.com/monetization.js	C:/My%20Web%20Sites/cariten_treadings/m.servedby-buysellads.com/monetization.7.delayed	(from https://p.w3layouts.com/demos_new/template_demo/15-09-2018/agro_crop_demo_Free/1382566399/web/index.html)
10:21:33	44007/44007	---MCZ	200	added ('OK')	text/css	date:Sat,%2015%20Sep%202018%2004:20:13%20GMT	https://p.w3layouts.com/demos_new/template_demo/15-09-2018/agro_crop_demo_Free/1382566399/web/css/fontawesome-all.css	C:/My%20Web%20Sites/cariten_treadings/p.w3layouts.com/demos_new/template_demo/15-09-2018/agro_crop_demo_Free/1382566399/web/css/fontawesome-all.css	(from https://p.w3layouts.com/demos_new/template_demo/15-09-2018/agro_crop_demo_Free/1382566399/web/index.html)
10:21:33	73739/73739	---MCZ	200	added ('OK')	application/javascript	etag:W/%22c89307314053bc69d48ccd0533eb7ff6%22	https://m.servedby-buysellads.com/monetization.js	C:/My%20Web%20Sites/cariten_treadings/m.servedby-buysellads.com/monetization.js	(from https://p.w3layouts.com/demos_new/template_demo/15-09-2018/agro_crop_demo_Free/1382566399/web/index.html)
10:21:33	31000/31000	---MCZ	200	added ('OK')	text/css	date:Wed,%2020%20Jan%202021%2016:54:58%20GMT	https://p.w3layouts.com/assests/css/font-awesome.min.css	C:/My%20Web%20Sites/cariten_treadings/p.w3layouts.com/assests/css/font-awesome.min.css	(from https://p.w3layouts.com/demos_new/template_demo/15-09-2018/agro_crop_demo_Free/1382566399/web/index.html)
10:21:34	27397/27397	---MCZ	200	added ('OK')	text/html	date:Sat,%2024%20Feb%202024%2004:51:34%20GMT	https://p.w3layouts.com/demos_new/template_demo/15-09-2018/agro_crop_demo_Free/1382566399/web/about.html	C:/My%20Web%20Sites/cariten_treadings/p.w3layouts.com/demos_new/template_demo/15-09-2018/agro_crop_demo_Free/1382566399/web/about.html	(from https://p.w3layouts.com/demos_new/template_demo/15-09-2018/agro_crop_demo_Free/1382566399/web/index.html)
10:21:35	27339/27339	---MCZ	200	added ('OK')	text/html	date:Sat,%2024%20Feb%202024%2004:51:35%20GMT	https://p.w3layouts.com/demos_new/template_demo/15-09-2018/agro_crop_demo_Free/1382566399/web/single.html	C:/My%20Web%20Sites/cariten_treadings/p.w3layouts.com/demos_new/template_demo/15-09-2018/agro_crop_demo_Free/1382566399/web/single.html	(from https://p.w3layouts.com/demos_new/template_demo/15-09-2018/agro_crop_demo_Free/1382566399/web/index.html)
10:21:35	14091/14091	---MCZ	200	added ('OK')	text/html	date:Sat,%2024%20Feb%202024%2004:51:35%20GMT	https://p.w3layouts.com/demos_new/template_demo/15-09-2018/agro_crop_demo_Free/1382566399/web/404.html	C:/My%20Web%20Sites/cariten_treadings/p.w3layouts.com/demos_new/template_demo/15-09-2018/agro_crop_demo_Free/1382566399/web/404.html	(from https://p.w3layouts.com/demos_new/template_demo/15-09-2018/agro_crop_demo_Free/1382566399/web/index.html)
10:21:36	18763/18763	---MCZ	200	added ('OK')	text/html	date:Sat,%2024%20Feb%202024%2004:51:35%20GMT	https://p.w3layouts.com/demos_new/template_demo/15-09-2018/agro_crop_demo_Free/1382566399/web/projects.html	C:/My%20Web%20Sites/cariten_treadings/p.w3layouts.com/demos_new/template_demo/15-09-2018/agro_crop_demo_Free/1382566399/web/projects.html	(from https://p.w3layouts.com/demos_new/template_demo/15-09-2018/agro_crop_demo_Free/1382566399/web/index.html)
10:21:36	16551/16551	---MCZ	200	added ('OK')	text/html	date:Sat,%2024%20Feb%202024%2004:51:36%20GMT	https://p.w3layouts.com/demos_new/template_demo/15-09-2018/agro_crop_demo_Free/1382566399/web/contact.html	C:/My%20Web%20Sites/cariten_treadings/p.w3layouts.com/demos_new/template_demo/15-09-2018/agro_crop_demo_Free/1382566399/web/contact.html	(from https://p.w3layouts.com/demos_new/template_demo/15-09-2018/agro_crop_demo_Free/1382566399/web/index.html)
10:21:37	17995/17995	---M--	200	added ('OK')	image/png	date:Sat,%2015%20Sep%202018%2004:20:13%20GMT	https://p.w3layouts.com/demos_new/template_demo/15-09-2018/agro_crop_demo_Free/1382566399/web/images/bg.png	C:/My%20Web%20Sites/cariten_treadings/p.w3layouts.com/demos_new/template_demo/15-09-2018/agro_crop_demo_Free/1382566399/web/images/bg.png	(from https://p.w3layouts.com/demos_new/template_demo/15-09-2018/agro_crop_demo_Free/1382566399/web/index.html)
10:21:38	9041/9041	---M--	200	added ('OK')	image/jpeg	date:Fri,%2015%20Nov%202019%2011:16:11%20GMT	https://p.w3layouts.com/demos_new/template_demo/15-09-2018/agro_crop_demo_Free/1382566399/web/images/about.jpg	C:/My%20Web%20Sites/cariten_treadings/p.w3layouts.com/demos_new/template_demo/15-09-2018/agro_crop_demo_Free/1382566399/web/images/about.jpg	(from https://p.w3layouts.com/demos_new/template_demo/15-09-2018/agro_crop_demo_Free/1382566399/web/index.html)
